"freight_cost_usd","line.item.insurance..usd.","shipment.mode","country","product.group","sub.classification","line.item.quantity","line.item.value","weight_kilograms","pack.price","dosage","scheduled.delivery.date","delivered.to.client.date","shipment_mode_encoded","country_encoded","product_group_encoded","sub_classification_encoded","scheduled_delivery_date","delivered_to_client_date","delivery_time","delivery_category"
9507.81,509.6,"Air","Kenya","HRDT","HIV test",3250,260000,979,80,0,"18-Jan-10","18-Jan-10",1,19,4,3,2010-01-18,2010-01-18,0,"On Time"
8134.37,718.86,"Ocean","South Africa","ARV","Adult",92500,435675,7878,4.71,600,"7-Dec-11","7-Dec-11",3,34,3,2,2011-12-07,2011-12-07,0,"On Time"
6637.36,28.74,"Air","Zambia","ARV","Adult",12425,27956.25,1273,2.25,200,"20-Jul-14","20-Jul-14",1,42,3,2,2014-07-20,2014-07-20,0,"On Time"
498.72,1.06,"Air","Liberia","HRDT","HIV test",20,640,7,32,0,"31-Oct-11","31-Oct-11",1,23,4,3,2011-10-31,2011-10-31,0,"On Time"
21807.62,61.88,"Air","Ghana","ARV","Pediatric",38584,60191.04,2773,1.56,50,"17-Jul-14","17-Jul-14",1,13,3,6,2014-07-17,2014-07-17,0,"On Time"
5869.655,0.47,"Air","South Sudan","HRDT","HIV test - Ancillary",50,400,1047,8,0,"2-Jul-15","7-Jul-15",1,35,4,4,2015-07-02,2015-07-07,5,"Late"
5869.655,23.23,"Truck","South Africa","ARV","Adult",250,11850.3,1047,47.4,300,"5-Aug-09","5-Aug-09",4,34,3,2,2009-08-05,2009-08-05,0,"On Time"
45060.6,274.03,"Air","Rwanda","ARV","Adult",40805,195455.95,4574,4.79,300,"4-Aug-12","4-Aug-12",1,31,3,2,2012-08-04,2012-08-04,0,"On Time"
5869.655,0.26,"Truck","South Africa","ARV","Adult",3,253.94,1047,84.65,400,"19-Feb-15","19-Feb-15",4,34,3,2,2015-02-19,2015-02-19,0,"On Time"
11372.22,129.49,"Ocean","South Africa","ARV","Adult",25342,60060.54,1279,2.37,150,"26-Apr-11","8-Jun-11",3,34,3,2,2011-04-26,2011-06-08,43,"Late"
11855.59,336.4,"Air","Rwanda","HRDT","HIV test",3500,271950,795,77.7,0,"1-Nov-13","1-Nov-13",1,31,4,3,2013-11-01,2013-11-01,0,"On Time"
5869.655,52.82,"Ocean","Haiti","ARV","Adult",11194,51380.46,1047,4.59,300,"28-Oct-14","28-Oct-14",3,17,3,2,2014-10-28,2014-10-28,0,"On Time"
2215.81,14.37,"Air","Tanzania","ARV","Pediatric",1956,11618.64,230,5.94,100,"24-Jun-14","24-Jun-14",1,38,3,6,2014-06-24,2014-06-24,0,"On Time"
17654.94,74.08,"Air","Nigeria","ARV","Pediatric",1943,59883.26,1848,30.82,80,"10-Jan-14","10-Jan-14",1,29,3,6,2014-01-10,2014-01-10,0,"On Time"
19430.86,139.32,"Air Charter","Zimbabwe","ARV","Adult",29146,135528.9,2870,4.65,300,"23-Jul-14","23-Jul-14",2,43,3,2,2014-07-23,2014-07-23,0,"On Time"
1360.14,14.58,"Air","Swaziland","HRDT","HIV test",130,10400,60,80,0,"2-Apr-12","2-Apr-12",1,37,4,3,2012-04-02,2012-04-02,0,"On Time"
10365.14,28.97,"Air","Zambia","ARV","Pediatric",760,23423.2,757,30.82,80,"22-May-13","22-May-13",1,42,3,6,2013-05-22,2013-05-22,0,"On Time"
5869.655,0.31,"Air","Cameroon","HRDT","HIV test - Ancillary",50,250,1047,5,0,"10-Oct-13","10-Oct-13",1,8,4,4,2013-10-10,2013-10-10,0,"On Time"
5869.655,116.41,"Truck","South Africa","ARV","Adult",5093,94109.04,1047,18.48,200,"16-Apr-13","16-Apr-13",4,34,3,2,2013-04-16,2013-04-16,0,"On Time"
10122.75,193.88,"Air","Vietnam","ARV","Adult",50000,117500,2351,2.35,150,"5-Jul-11","5-Jul-11",1,41,3,2,2011-07-05,2011-07-05,0,"On Time"
6897.71,38.44,"Air","Namibia","HRDT","HIV test",728,23296,245,32,0,"3-Aug-11","3-Aug-11",1,28,4,3,2011-08-03,2011-08-03,0,"On Time"
5869.655,37.21,"Air","Nigeria","ARV","Adult",7026,31617,1047,4.5,300,"24-Jun-15","24-Jun-15",1,29,3,2,2015-06-24,2015-06-24,0,"On Time"
733.64,7.52,"Air","Rwanda","ARV","Pediatric",216,7311.6,17,33.85,150,"22-Aug-14","22-Aug-14",1,31,3,6,2014-08-22,2014-08-22,0,"On Time"
403.66,0.49,"Air","Botswana","HRDT","HIV test - Ancillary",10,250,7,25,0,"20-Apr-10","20-Apr-10",1,5,4,4,2010-04-20,2010-04-20,0,"On Time"
5869.655,3.78,"Air","South Sudan","HRDT","HIV test - Ancillary",337,2696,1047,8,0,"15-Jun-12","15-Jun-12",1,35,4,4,2012-06-15,2012-06-15,0,"On Time"
5869.655,357.81,"Air","Vietnam","ARV","Adult",5000,304000,1047,60.8,200,"19-Mar-15","19-Mar-15",1,41,3,2,2015-03-19,2015-03-19,0,"On Time"
1342.44,2.98,"Air","Haiti","ARV","Pediatric",482,2410,50,5,60,"25-Aug-14","25-Aug-14",1,17,3,6,2014-08-25,2014-08-25,0,"On Time"
13336.64,1062.9,"Air","Kenya","HRDT","HIV test",7238,644182,1246,89,0,"4-Nov-11","4-Nov-11",1,19,4,3,2011-11-04,2011-11-04,0,"On Time"
29251.24,342.39,"Air","Nigeria","HRDT","HIV test",2744,244216,1303,89,0,"28-Nov-12","29-Nov-12",1,29,4,3,2012-11-28,2012-11-29,1,"Late"
29274.16,665.18,"Air","Nigeria","HRDT","HIV test",6350,565150,2575,89,0,"30-Jun-15","29-Jun-15",1,29,4,3,2015-06-30,2015-06-29,-1,"Early"
8809.05,1.1,"Ocean","South Africa","ARV","Adult",100,665,11,6.65,300,"31-May-11","13-Jun-11",3,34,3,2,2011-05-31,2011-06-13,13,"Late"
1640.99,18.66,"Air","Namibia","HRDT","HIV test",416,13312,249,32,0,"16-Jul-12","16-Jul-12",1,28,4,3,2012-07-16,2012-07-16,0,"On Time"
5915.63,29.11,"Air","Haiti","ARV","Pediatric",7867,28321.2,811,3.6,30,"20-Jan-15","20-Jan-15",1,17,3,6,2015-01-20,2015-01-20,0,"On Time"
13380.07,222.66,"Air","Zimbabwe","HRDT","HIV test",8000,180000,2460,22.5,0,"15-Mar-13","15-Mar-13",1,43,4,3,2013-03-15,2013-03-15,0,"On Time"
5869.655,45.54,"Truck","South Africa","ARV","Adult",1473,36814.05,1047,24.99,200,"16-Apr-13","16-Apr-13",4,34,3,2,2013-04-16,2013-04-16,0,"On Time"
3011.72,3.46,"Air","Rwanda","ARV","Pediatric",672,2466.24,50,3.67,60,"28-Jun-12","28-Jun-12",1,31,3,6,2012-06-28,2012-06-28,0,"On Time"
3789.5,170.98,"Air","Vietnam","ARV","Adult",15840,166320,2517,10.5,600,"17-Dec-14","17-Dec-14",1,41,3,2,2014-12-17,2014-12-17,0,"On Time"
27136.6,355.23,"Air","Nigeria","HRDT","HIV test",2419,215291,933,89,0,"19-Dec-11","9-Dec-11",1,29,4,3,2011-12-19,2011-12-09,-10,"Early"
5869.655,0.44,"Truck","South Africa","ARV","Adult",19,428.24,1047,22.54,150,"26-Jan-15","26-Jan-15",4,34,3,2,2015-01-26,2015-01-26,0,"On Time"
5869.655,50.61,"Air","Vietnam","ARV","Pediatric",8698,36096.7,1047,4.15,30,"2-Oct-12","2-Oct-12",1,41,3,6,2012-10-02,2012-10-02,0,"On Time"
1678.57,0.32,"Air","Congo, DRC","ARV","Pediatric",240,312,30,1.3,50,"29-Aug-14","29-Aug-14",1,9,3,6,2014-08-29,2014-08-29,0,"On Time"
4427.52,225.12,"Air","Vietnam","ARV","Adult",20856,218988,2959,10.5,600,"17-Dec-14","17-Dec-14",1,41,3,2,2014-12-17,2014-12-17,0,"On Time"
11447.38,20.38,"Ocean","Ghana","ARV","Pediatric",13863,19824.09,5467,1.43,10,"4-Nov-14","4-Nov-14",3,13,3,6,2014-11-04,2014-11-04,0,"On Time"
5869.655,1.14,"Air","South Sudan","HRDT","HIV test - Ancillary",115,920,1047,8,0,"20-Jul-13","20-Jul-13",1,35,4,4,2013-07-20,2013-07-20,0,"On Time"
5869.655,0.89,"Air","Congo, DRC","HRDT","HIV test",27,864,1047,32,0,"5-Sep-14","5-Sep-14",1,9,4,3,2014-09-05,2014-09-05,0,"On Time"
5869.655,0.05,"Truck","South Africa","ARV","Pediatric",3,51.13,1047,17.04,200,"12-May-15","12-May-15",4,34,3,6,2015-05-12,2015-05-12,0,"On Time"
5869.655,0.34,"Truck","South Africa","ARV","Adult",14,278.66,1047,19.9,400,"16-Apr-13","16-Apr-13",4,34,3,2,2013-04-16,2013-04-16,0,"On Time"
1083.85,16.35,"Air","Dominican Republic","HRDT","HIV test",413,13216,134,32,0,"26-Feb-13","26-Feb-13",1,11,4,3,2013-02-26,2013-02-26,0,"On Time"
43692.46,799.68,"Air","Nigeria","HRDT","HIV test",5100,408000,2440,80,0,"16-Nov-09","16-Nov-09",1,29,4,3,2009-11-16,2009-11-16,0,"On Time"
22194.09,670.65,"Air","Haiti","HRDT","HIV test",5698,569800,2314,100,0,"5-May-15","22-Apr-15",1,17,4,3,2015-05-05,2015-04-22,-13,"Early"
5869.655,0.14,"Truck","South Africa","ARV","Adult",7,137.73,1047,19.68,400,"28-Aug-14","28-Aug-14",4,34,3,2,2014-08-28,2014-08-28,0,"On Time"
5869.655,51.61,"Air","Vietnam","ARV","Adult",3192,23940,1047,7.5,300,"29-Mar-10","29-Mar-10",1,41,3,2,2010-03-29,2010-03-29,0,"On Time"
1649.91,0.99,"Air","Uganda","HRDT","HIV test - Ancillary",100,800,74,8,0,"29-Apr-13","29-Apr-13",1,40,4,4,2013-04-29,2013-04-29,0,"On Time"
5869.655,5.89,"Air","Vietnam","ARV","Adult",500,5725,1047,11.45,300,"22-Sep-14","22-Sep-14",1,41,3,2,2014-09-22,2014-09-22,0,"On Time"
5869.655,7.15,"Truck","South Africa","ARV","Adult",592,5776.17,1047,9.76,150,"29-Aug-14","29-Aug-14",4,34,3,2,2014-08-29,2014-08-29,0,"On Time"
8291.96,67.56,"Air","Côte d'Ivoire","HRDT","HIV test",2120,65720,610,31,0,"23-Jan-15","23-Jan-15",1,10,4,3,2015-01-23,2015-01-23,0,"On Time"
1767.91,5,"Air","Haiti","ARV","Pediatric",90,3033,126,33.7,80,"8-Aug-11","8-Aug-11",1,17,3,6,2011-08-08,2011-08-08,0,"On Time"
2595.63,38.27,"Air","Côte d'Ivoire","HRDT","HIV test",300,27300,160,91,0,"19-Apr-13","19-Apr-13",1,10,4,3,2013-04-19,2013-04-19,0,"On Time"
26266.34,90.56,"Air","Rwanda","HRDT","HIV test",2988,73206,1992,24.5,0,"27-Mar-14","27-Mar-14",1,31,4,3,2014-03-27,2014-03-27,0,"On Time"
5869.655,5.54,"Air","Vietnam","ARV","Pediatric",1119,4476,1047,4,30,"15-May-13","15-May-13",1,41,3,6,2013-05-15,2013-05-15,0,"On Time"
5869.655,1.03,"Air","Vietnam","ARV","Pediatric",350,735,1047,2.1,10,"22-Aug-12","22-Aug-12",1,41,3,6,2012-08-22,2012-08-22,0,"On Time"
5869.655,306.8,"Ocean","Haiti","ARV","Adult",36000,298440,1047,8.29,150,"9-Apr-15","9-Apr-15",3,17,3,2,2015-04-09,2015-04-09,0,"On Time"
13312.88,151.14,"Air","Zimbabwe","HRDT","HIV test",1145,91600,647,80,0,"19-Oct-11","18-Oct-11",1,43,4,3,2011-10-19,2011-10-18,-1,"Early"
4146.33,20.55,"Air","Vietnam","ARV","Adult",3753,9532.62,216,2.54,200,"13-Oct-10","13-Oct-10",1,41,3,2,2010-10-13,2010-10-13,0,"On Time"
8143.97,74.13,"Air","Uganda","ARV","Adult",22500,52875,2145,2.35,200,"12-Jul-12","12-Jul-12",1,40,3,2,2012-07-12,2012-07-12,0,"On Time"
5869.655,2.23,"Truck","South Africa","ARV","Adult",70,1803.18,1047,25.76,200,"29-Aug-14","29-Aug-14",4,34,3,2,2014-08-29,2014-08-29,0,"On Time"
9054.61,101.95,"Ocean","Rwanda","ARV","Adult",20370,72720.9,1619,3.57,600,"2-Aug-12","2-Aug-12",3,31,3,2,2012-08-02,2012-08-02,0,"On Time"
5869.655,0.4,"Truck","South Africa","ARV","Adult",12,325.33,1047,27.11,300,"7-Feb-14","7-Feb-14",4,34,3,2,2014-02-07,2014-02-07,0,"On Time"
2874.03,20.04,"Air","Rwanda","ARV","Pediatric",1575,12143.25,186,7.71,100,"29-Jun-12","29-Jun-12",1,31,3,6,2012-06-29,2012-06-29,0,"On Time"
5869.655,18.44,"Truck","South Africa","ARV","Adult",872,14909,1047,17.1,200,"6-Feb-14","6-Feb-14",4,34,3,2,2014-02-06,2014-02-06,0,"On Time"
9915.56,557.03,"Air","Tanzania","ARV","Adult",7145,258363.2,1604,36.16,200,"11-Jun-10","11-Jun-10",1,38,3,2,2010-06-11,2010-06-11,0,"On Time"
630.5,624.84,"Ocean","South Africa","ARV","Adult",64260,289812.6,5623,4.51,600,"1-Feb-11","1-Feb-11",3,34,3,2,2011-02-01,2011-02-01,0,"On Time"
5869.655,0.14,"Air","South Sudan","HRDT","HIV test - Ancillary",15,120,1047,8,0,"2-Jul-15","7-Jul-15",1,35,4,4,2015-07-02,2015-07-07,5,"Late"
5869.655,145.72,"Air","Nigeria","ARV","Adult",6878,123804,1047,18,300,"7-Aug-15","7-Aug-15",1,29,3,2,2015-08-07,2015-08-07,0,"On Time"
53062.21,150.96,"Air","Rwanda","HRDT","HIV test",5994,146853,3996,24.5,0,"28-Apr-14","28-Apr-14",1,31,4,3,2014-04-28,2014-04-28,0,"On Time"
5869.655,23.39,"Ocean","Haiti","ARV","Pediatric",6500,22750,1047,3.5,30,"3-Jul-15","3-Jul-15",3,17,3,6,2015-07-03,2015-07-03,0,"On Time"
5886.9,573.6,"Air","South Africa","ARV","Adult",56970,266049.9,4822,4.67,600,"24-Aug-10","24-Aug-10",1,34,3,2,2010-08-24,2010-08-24,0,"On Time"
2541.8,20.58,"Air","Namibia","HRDT","HIV test",150,10500,37,70,0,"25-Aug-09","25-Aug-09",1,28,4,3,2009-08-25,2009-08-25,0,"On Time"
4015.82,79.95,"Air","Rwanda","ARV","Adult",15750,40792.5,986,2.59,150,"13-Jun-10","13-Jun-10",1,31,3,2,2010-06-13,2010-06-13,0,"On Time"
34182.97,224.1,"Air","Zambia","ARV","Adult",100000,218000,6304,2.18,200,"1-Oct-14","1-Oct-14",1,42,3,2,2014-10-01,2014-10-01,0,"On Time"
984.39,3.89,"Air","Haiti","ARV","Pediatric",360,2775.6,46,7.71,100,"27-Mar-12","27-Mar-12",1,17,3,6,2012-03-27,2012-03-27,0,"On Time"
9456.46,785.65,"Air","Kenya","HRDT","HIV test",4555,364400,974,80,0,"29-Jul-10","30-Jul-10",1,19,4,3,2010-07-29,2010-07-30,1,"Late"
10203.1,98.69,"Air","Zambia","HRDT","HIV test",3000,96000,909,32,0,"26-Mar-15","26-Mar-15",1,42,4,3,2015-03-26,2015-03-26,0,"On Time"
5768.66,240.25,"Ocean","South Africa","ARV","Adult",21896,145608.4,2044,6.65,300,"13-Jun-11","13-Jun-11",3,34,3,2,2011-06-13,2011-06-13,0,"On Time"
9592.95,466.13,"Ocean","South Africa","ARV","Pediatric",92000,216200,5184,2.35,50,"1-Feb-11","1-Feb-11",3,34,3,6,2011-02-01,2011-02-01,0,"On Time"
968.25,16.75,"Air","Uganda","ARV","Adult",98,10150.19,18,103.57,500,"21-Dec-10","21-Dec-10",1,40,3,2,2010-12-21,2010-12-21,0,"On Time"
3089.83,19.99,"Air","Congo, DRC","ANTM","Malaria",720,16164,578,22.45,500,"30-Sep-13","30-Sep-13",1,9,2,5,2013-09-30,2013-09-30,0,"On Time"
6879.32,38.27,"Air","Côte d'Ivoire","HRDT","HIV test",300,27300,728,91,0,"24-Jun-13","24-Jun-13",1,10,4,3,2013-06-24,2013-06-24,0,"On Time"
5869.655,748.04,"Air","Kenya","HRDT","HIV test",5995,533555,1047,89,0,"10-Dec-12","10-Dec-12",1,19,4,3,2012-12-10,2012-12-10,0,"On Time"
5869.655,0.2,"Air","Burkina Faso","ARV","Adult",25,171.25,1047,6.85,100,"4-Aug-15","4-Aug-15",1,6,3,2,2015-08-04,2015-08-04,0,"On Time"
10929.38,924.67,"Air","Kenya","HRDT","HIV test",5361,428880,1098,80,0,"7-Jul-10","7-Jul-10",1,19,4,3,2010-07-07,2010-07-07,0,"On Time"
8248.33,197.11,"Air","Nigeria","HRDT","HIV test",4848,140592,1784,29,0,"12-Jun-13","12-Jun-13",1,29,4,3,2013-06-12,2013-06-12,0,"On Time"
6433.8,148.03,"Air","Haiti","ARV","Adult",8000,144000,1023,18,300,"21-Jul-15","21-Jul-15",1,17,3,2,2015-07-21,2015-07-21,0,"On Time"
23482.06,493.44,"Air","Uganda","HRDT","HIV test",6000,480000,2432,80,0,"30-Jul-14","30-Jul-14",1,40,4,3,2014-07-30,2014-07-30,0,"On Time"
5869.655,303.42,"Air","Vietnam","ARV","Adult",4033,245287.06,1047,60.82,200,"6-Jan-14","6-Jan-14",1,41,3,2,2014-01-06,2014-01-06,0,"On Time"
47892.57,300.05,"Air","Uganda","HRDT","HIV test",3032,242560,1317,80,0,"11-Jul-13","15-Jul-13",1,40,4,3,2013-07-11,2013-07-15,4,"Late"
486.18,0.76,"Air","Botswana","HRDT","HIV test",20,460,16,23,0,"14-Mar-11","14-Mar-11",1,5,4,3,2011-03-14,2011-03-14,0,"On Time"
15105.99,1040.42,"Ocean","Mozambique","HRDT","HIV test",7882,630560,3757,80,0,"20-Aug-12","20-Aug-12",3,27,4,3,2012-08-20,2012-08-20,0,"On Time"
5869.655,0.29,"Truck","South Africa","ARV","Adult",22,282.13,1047,12.82,200,"26-Jan-15","26-Jan-15",4,34,3,2,2015-01-26,2015-01-26,0,"On Time"
290,5.55,"Air","Haiti","ARV","Pediatric",167,2832.32,47,16.96,30,"27-Jan-10","27-Jan-10",1,17,3,6,2010-01-27,2010-01-27,0,"On Time"
5557.27,120.38,"Air","Côte d'Ivoire","HRDT","HIV test",2068,55836,685,27,0,"27-Aug-10","27-Aug-10",1,10,4,3,2010-08-27,2010-08-27,0,"On Time"
5869.655,16.28,"Air","Rwanda","ARV","Adult",570,7552.5,1047,13.25,250,"25-Apr-11","25-Apr-11",1,31,3,2,2011-04-25,2011-04-25,0,"On Time"
430.5,8.33,"Air","Vietnam","ARV","Adult",591,6737.4,36,11.4,300,"16-Dec-13","16-Dec-13",1,41,3,2,2013-12-16,2013-12-16,0,"On Time"
32609.44,63.79,"Air","Côte d'Ivoire","HRDT","HIV test",500,45500,284,91,0,"9-Jan-13","9-Jan-13",1,10,4,3,2013-01-09,2013-01-09,0,"On Time"
8130.55,7.51,"Air","Ghana","ARV","Pediatric",3652,7304,1575,2,10,"9-Oct-14","9-Oct-14",1,13,3,6,2014-10-09,2014-10-09,0,"On Time"
926.3,6.16,"Air","Haiti","ARV","Adult",111,5994,42,54,600,"10-Dec-14","10-Dec-14",1,17,3,2,2014-12-10,2014-12-10,0,"On Time"
5869.655,13.79,"Air","Congo, DRC","HRDT","HIV test - Ancillary",2683,13415,1047,5,0,"31-Dec-14","31-Dec-14",1,9,4,4,2014-12-31,2014-12-31,0,"On Time"
9106.51,104.28,"Air","Guyana","HRDT","HIV test",1975,63200,659,32,0,"28-Mar-11","28-Mar-11",1,16,4,3,2011-03-28,2011-03-28,0,"On Time"
5869.655,0.42,"Air","South Sudan","HRDT","HIV test - Ancillary",45,360,1047,8,0,"2-Jul-15","2-Jul-15",1,35,4,4,2015-07-02,2015-07-02,0,"On Time"
17568.6,120.75,"Air","Cameroon","ARV","Adult",20993,97617.45,2100,4.65,300,"7-Nov-13","30-Oct-13",1,8,3,2,2013-11-07,2013-10-30,-8,"Early"
18545.17,245.36,"Air","Ghana","ARV","Adult",29107,238677.4,3647,8.2,150,"10-Nov-14","10-Nov-14",1,13,3,2,2014-11-10,2014-11-10,0,"On Time"
7754.14,130.33,"Air","Mozambique","HRDT","HIV test",3962,126784,1153,32,0,"2-Jun-14","2-Jun-14",1,27,4,3,2014-06-02,2014-06-02,0,"On Time"
4573.2,373.47,"Ocean","South Africa","ARV","Pediatric",17357,173222.86,2301,9.98,200,"3-May-11","3-Jun-11",3,34,3,6,2011-05-03,2011-06-03,31,"Late"
13397.02,110.76,"Air","Namibia","ARV","Adult",23322,107747.64,2637,4.62,300,"22-Oct-14","22-Oct-14",1,28,3,2,2014-10-22,2014-10-22,0,"On Time"
5869.655,0.29,"Truck","South Africa","ARV","Adult",9,280.73,1047,31.19,150,"3-Oct-14","3-Oct-14",4,34,3,2,2014-10-03,2014-10-03,0,"On Time"
5869.655,23.6,"Air","Ghana","ARV","Pediatric",11538,22960.62,1047,1.99,30,"10-Apr-15","10-Apr-15",1,13,3,6,2015-04-10,2015-04-10,0,"On Time"
5869.655,0.49,"Truck","South Africa","ARV","Adult",32,475.28,1047,14.85,300,"24-Jul-15","24-Jul-15",4,34,3,2,2015-07-24,2015-07-24,0,"On Time"
24000.91,323.47,"Air","Tanzania","HRDT","HIV test",2884,230720,1374,80,0,"7-Mar-12","7-Mar-12",1,38,4,3,2012-03-07,2012-03-07,0,"On Time"
9582.55,340.3,"Ocean","South Africa","ARV","Adult",47963,206240.9,3789,4.3,600,"1-Dec-11","19-Dec-11",3,34,3,2,2011-12-01,2011-12-19,18,"Late"
5869.655,1.12,"Air","Congo, DRC","HRDT","HIV test",34,1088,1047,32,0,"4-Apr-14","4-Apr-14",1,9,4,3,2014-04-04,2014-04-04,0,"On Time"
4084.56,207.24,"Air","Vietnam","ARV","Adult",19200,201600,2719,10.5,600,"17-Dec-14","17-Dec-14",1,41,3,2,2014-12-17,2014-12-17,0,"On Time"
630.5,1152.6,"Ocean","South Africa","ARV","Adult",118537,534601.87,10373,4.51,600,"1-Feb-11","1-Feb-11",3,34,3,2,2011-02-01,2011-02-01,0,"On Time"
1368.78,102.19,"Air","Mozambique","HRDT","HIV test",80,99402.4,111,1242.53,0,"1-Oct-14","1-Oct-14",1,27,4,3,2014-10-01,2014-10-01,0,"On Time"
5869.655,0.54,"Truck","South Africa","ARV","Pediatric",172,457.9,1047,2.66,50,"10-Dec-14","10-Dec-14",4,34,3,6,2014-12-10,2014-12-10,0,"On Time"
15241.75,394.56,"Air","Tanzania","ARV","Adult",39360,281424,3421,7.15,150,"27-Sep-12","4-Oct-12",1,38,3,2,2012-09-27,2012-10-04,7,"Late"
5869.655,630.09,"Air","Vietnam","ARV","Adult",35000,292250,1047,8.35,150,"16-Feb-11","16-Feb-11",1,41,3,2,2011-02-16,2011-02-16,0,"On Time"
5869.655,0.2,"Truck","South Africa","ARV","Adult",11,198.34,1047,18.03,300,"12-Feb-15","12-Feb-15",4,34,3,2,2015-02-12,2015-02-12,0,"On Time"
1053.88,5.22,"Air","Mozambique","ARV","Adult",616,4219.6,87,6.85,100,"8-Oct-13","8-Oct-13",1,27,3,2,2013-10-08,2013-10-08,0,"On Time"
5869.655,6.53,"Air","Mozambique","ARV","Adult",100,5550,1047,55.5,400,"9-Jun-15","9-Jun-15",1,27,3,2,2015-06-09,2015-06-09,0,"On Time"
5066.44,287.7,"Air","Côte d'Ivoire","ARV","Adult",4448,133440,693,30,300,"12-May-10","12-May-10",1,10,3,2,2010-05-12,2010-05-12,0,"On Time"
5869.655,139.1,"Air","Haiti","ARV","Adult",19987,135311.99,1047,6.77,150,"11-May-15","11-May-15",1,17,3,2,2015-05-11,2015-05-11,0,"On Time"
5869.655,7.32,"Truck","South Africa","ARV","Pediatric",258,5919.28,1047,22.94,20,"6-Feb-14","6-Feb-14",4,34,3,6,2014-02-06,2014-02-06,0,"On Time"
668.75,3.94,"Air","Vietnam","ARV","Adult",983,3184.92,93,3.24,600,"22-Jan-14","22-Jan-14",1,41,3,2,2014-01-22,2014-01-22,0,"On Time"
852.02,1.78,"Air","Uganda","ARV","Adult",210,1438.5,32,6.85,100,"23-Sep-13","23-Sep-13",1,40,3,2,2013-09-23,2013-09-23,0,"On Time"
5869.655,169.95,"Ocean","South Africa","ARV","Pediatric",50000,103000,1047,2.06,10,"27-Jan-12","27-Jan-12",3,34,3,6,2012-01-27,2012-01-27,0,"On Time"
5869.655,333.12,"Air","Vietnam","ARV","Adult",19740,169961.4,1047,8.61,150,"17-Mar-10","17-Mar-10",1,41,3,2,2010-03-17,2010-03-17,0,"On Time"
5869.655,0.12,"Truck","South Africa","ARV","Pediatric",12,95.96,1047,8,10,"27-Aug-14","27-Aug-14",4,34,3,6,2014-08-27,2014-08-27,0,"On Time"
5869.655,0.09,"Truck","South Africa","ARV","Pediatric",3,70.35,1047,23.45,80,"10-Jul-14","10-Jul-14",4,34,3,6,2014-07-10,2014-07-10,0,"On Time"
5869.655,0.21,"Truck","South Africa","ARV","Adult",3,209.13,1047,69.71,300,"19-Feb-15","19-Feb-15",4,34,3,2,2015-02-19,2015-02-19,0,"On Time"
25607.44,381.61,"Air","Mozambique","HRDT","HIV test",2891,231280,1378,80,0,"2-May-12","2-May-12",1,27,4,3,2012-05-02,2012-05-02,0,"On Time"
22647.81,169.95,"Ocean","South Africa","ARV","Pediatric",50000,103000,18462,2.06,10,"25-Nov-11","25-Nov-11",3,34,3,6,2011-11-25,2011-11-25,0,"On Time"
13771.63,252.5,"Air","Nigeria","HRDT","HIV test",6704,214528,2134,32,0,"15-Apr-15","15-Apr-15",1,29,4,3,2015-04-15,2015-04-15,0,"On Time"
44952.61,169.88,"Air","Zimbabwe","ARV","Pediatric",5362,165256.84,5060,30.82,80,"28-Feb-15","28-Feb-15",1,43,3,6,2015-02-28,2015-02-28,0,"On Time"
5869.655,4.59,"Air","Vietnam","ARV","Adult",180,2340,1047,13,250,"26-Oct-09","26-Oct-09",1,41,3,2,2009-10-26,2009-10-26,0,"On Time"
5869.655,3.35,"Air","Congo, DRC","HRDT","HIV test",89,2848,1047,32,0,"2-Jul-15","2-Jul-15",1,9,4,3,2015-07-02,2015-07-02,0,"On Time"
5869.655,0.67,"Truck","South Africa","ARV","Adult",22,543.68,1047,24.71,300,"6-Feb-14","6-Feb-14",4,34,3,2,2014-02-06,2014-02-06,0,"On Time"
5869.655,3.39,"Air","Afghanistan","ANTM","Malaria",57,2881.35,1047,50.55,300,"12-Jul-15","12-Jul-15",1,1,2,5,2015-07-12,2015-07-12,0,"On Time"
43848.04,560.8,"Air","Mozambique","HRDT","HIV test",5000,4e+05,2384,80,0,"4-Sep-12","4-Sep-12",1,27,4,3,2012-09-04,2012-09-04,0,"On Time"
5869.655,252.54,"Air","Nigeria","HRDT","HIV test",6705,214560,1047,32,0,"22-Apr-15","22-Apr-15",1,29,4,3,2015-04-22,2015-04-22,0,"On Time"
5869.655,62.86,"Air","Vietnam","ARV","Adult",15000,38100,1047,2.54,200,"26-Jul-11","26-Jul-11",1,41,3,2,2011-07-26,2011-07-26,0,"On Time"
5869.655,3.9,"Truck","South Africa","ARV","Adult",62,3792.2,1047,61.16,400,"9-Mar-15","9-Mar-15",4,34,3,2,2015-03-09,2015-03-09,0,"On Time"
16816.33,253.34,"Air","Nigeria","HRDT","HIV test",2769,246441,2355,89,0,"19-Aug-14","4-Sep-14",1,29,4,3,2014-08-19,2014-09-04,16,"Late"
8956.05,22.56,"Air","Côte d'Ivoire","ARV","Adult",300,11508,546,38.36,100,"16-Oct-09","16-Oct-09",1,10,3,2,2009-10-16,2009-10-16,0,"On Time"
3341.45,1086.11,"Ocean","South Africa","ARV","Adult",90171,658248.3,4670,7.3,300,"22-Nov-11","22-Nov-11",3,34,3,2,2011-11-22,2011-11-22,0,"On Time"
