"freight_cost_usd","line.item.insurance..usd.","shipment.mode","country","product.group","sub.classification","line.item.quantity","line.item.value","weight_kilograms","pack.price","dosage","scheduled.delivery.date","delivered.to.client.date","shipment_mode_encoded","country_encoded","product_group_encoded","sub_classification_encoded","scheduled_delivery_date","delivered_to_client_date","delivery_time","delivery_category"
5869.655,1085.06,"Air","Mozambique","HRDT","HIV test",7690,553603.1,1047,71.99,0,"1-Nov-08","1-Nov-08",1,27,4,3,2008-11-01,2008-11-01,0,"On Time"
5869.655,7.78,"Truck","South Africa","ARV","Adult",240,4860,1047,20.25,200,"25-Aug-08","18-Aug-08",4,34,3,2,2008-08-25,2008-08-18,-7,"Early"
5869.655,0.28,"Truck","South Africa","ARV","Pediatric",120,176.4,1047,1.47,1,"25-Aug-08","14-Aug-08",4,34,3,6,2008-08-25,2008-08-14,-11,"Early"
5869.655,12.74,"Truck","South Africa","ARV","Adult",1500,7965,1047,5.31,150,"25-Aug-08","14-Aug-08",4,34,3,2,2008-08-25,2008-08-14,-11,"Early"
9698.22,89.82,"Air","Côte d'Ivoire","HRDT","HIV test",603,45828,679,76,0,"24-Nov-08","24-Nov-08",1,10,4,3,2008-11-24,2008-11-24,0,"On Time"
5869.655,44.34,"Air","Vietnam","ARV","Adult",7800,22620,1047,2.9,200,"27-Feb-09","27-Feb-09",1,41,3,2,2009-02-27,2009-02-27,0,"On Time"
20083.74,158.23,"Air","Ethiopia","HRDT","HIV test",3510,80730,2535,23,0,"26-Jan-09","26-Jan-09",1,12,4,3,2009-01-26,2009-01-26,0,"On Time"
23035.69,158.23,"Air","Ethiopia","HRDT","HIV test",3510,80730,2535,23,0,"3-Dec-08","1-Dec-08",1,12,4,3,2008-12-03,2008-12-01,-2,"Early"
23035.69,158.23,"Air","Ethiopia","HRDT","HIV test",3510,80730,2535,23,0,"3-Dec-08","1-Dec-08",1,12,4,3,2008-12-03,2008-12-01,-2,"Early"
5869.655,8.66,"Truck","South Africa","ARV","Adult",350,4417,1047,12.62,300,"17-May-09","9-Oct-08",4,34,3,2,2009-05-17,2008-10-09,-220,"Early"
5869.655,11.31,"Truck","South Africa","ARV","Adult",1200,5772,1047,4.81,150,"17-May-09","9-Oct-08",4,34,3,2,2009-05-17,2008-10-09,-220,"Early"
5869.655,0.24,"Truck","South Africa","ARV","Pediatric",10,123.1,1047,12.31,25,"17-May-09","9-Oct-08",4,34,3,6,2009-05-17,2008-10-09,-220,"Early"
5869.655,68.04,"Air","Vietnam","ARV","Adult",4032,34715.52,1047,8.61,150,"7-Apr-09","7-Apr-09",1,41,3,2,2009-04-07,2009-04-07,0,"On Time"
12815.42,1011.78,"Air","Tanzania","ARV","Adult",12560,516216,3073,41.1,200,"27-May-09","27-May-09",1,38,3,2,2009-05-27,2009-05-27,0,"On Time"
8603.58,274.4,"Air","Côte d'Ivoire","HRDT","HIV test",2000,140000,453,70,0,"24-Mar-09","24-Mar-09",1,10,4,3,2009-03-24,2009-03-24,0,"On Time"
5869.655,1.22,"Air","Haiti","ARV","Pediatric",40,620,1047,15.5,200,"2-Apr-09","2-Apr-09",1,17,3,6,2009-04-02,2009-04-02,0,"On Time"
1448.55,5.45,"Air","Haiti","ARV","Pediatric",1242,2782.08,96,2.24,50,"7-Apr-09","7-Apr-09",1,17,3,6,2009-04-07,2009-04-07,0,"On Time"
1953.6,29.97,"Air","Haiti","HRDT","HIV test",110,15290,78,139,0,"24-Mar-09","24-Mar-09",1,17,4,3,2009-03-24,2009-03-24,0,"On Time"
5869.655,7.25,"Air","South Africa","ARV","Adult",300,3699,1047,12.33,300,"17-Mar-09","28-Nov-08",1,34,3,2,2009-03-17,2008-11-28,-109,"Early"
5869.655,3.98,"Air","South Africa","ARV","Pediatric",540,2030.4,1047,3.76,10,"17-Mar-09","28-Nov-08",1,34,3,6,2009-03-17,2008-11-28,-109,"Early"
5869.655,93.84,"Air","South Africa","ARV","Adult",1500,47880,1047,31.92,200,"17-Mar-09","28-Nov-08",1,34,3,2,2009-03-17,2008-11-28,-109,"Early"
5869.655,192.83,"Air","South Africa","ARV","Adult",6734,98383.74,1047,14.61,600,"31-Mar-09","2-Dec-08",1,34,3,2,2009-03-31,2008-12-02,-119,"Early"
5869.655,0.86,"Air","South Africa","ARV","Pediatric",144,440.64,1047,3.06,50,"21-Apr-09","5-Dec-08",1,34,3,6,2009-04-21,2008-12-05,-137,"Early"
5869.655,18.03,"Air","South Africa","ARV","Pediatric",2996,9197.72,1047,3.07,50,"9-Jun-09","27-Jan-09",1,34,3,6,2009-06-09,2009-01-27,-133,"Early"
5869.655,3.2,"Air","South Africa","ARV","Adult",30,1634.7,1047,54.49,200,"31-Mar-09","21-Nov-08",1,34,3,2,2009-03-31,2008-11-21,-130,"Early"
5869.655,1.79,"Air","South Africa","ARV","Pediatric",400,912,1047,2.28,50,"31-Mar-09","21-Nov-08",1,34,3,6,2009-03-31,2008-11-21,-130,"Early"
5869.655,0.2,"Air","South Africa","ARV","Pediatric",10,100.6,1047,10.06,100,"31-Mar-09","21-Nov-08",1,34,3,6,2009-03-31,2008-11-21,-130,"Early"
5869.655,1.45,"Air","South Africa","ARV","Pediatric",650,741,1047,1.14,1,"30-Mar-09","21-Jan-09",1,34,3,6,2009-03-30,2009-01-21,-68,"Early"
5869.655,3.49,"Air","South Africa","ARV","Pediatric",350,1781.5,1047,5.09,10,"30-Mar-09","21-Jan-09",1,34,3,6,2009-03-30,2009-01-21,-68,"Early"
5869.655,4.24,"Air","South Africa","ARV","Pediatric",70,2163.7,1047,30.91,80,"30-Mar-09","21-Jan-09",1,34,3,6,2009-03-30,2009-01-21,-68,"Early"
5869.655,31.03,"Truck","South Africa","ARV","Pediatric",440,15831.2,1047,35.98,80,"14-Apr-09","14-Apr-09",4,34,3,6,2009-04-14,2009-04-14,0,"On Time"
5869.655,6.17,"Air","South Africa","ARV","Pediatric",1500,3150,1047,2.1,1,"25-Jun-09","14-Apr-09",1,34,3,6,2009-06-25,2009-04-14,-72,"Early"
5869.655,209.09,"Air","South Africa","ARV","Adult",2965,106680.7,1047,35.98,200,"25-Jun-09","20-Apr-09",1,34,3,2,2009-06-25,2009-04-20,-66,"Early"
5869.655,20.71,"Air","South Africa","ARV","Pediatric",1900,10564,1047,5.56,10,"25-Jun-09","21-Apr-09",1,34,3,6,2009-06-25,2009-04-21,-65,"Early"
5869.655,26.77,"Truck","South Africa","ARV","Adult",4553,13659,1047,3,30,"25-Jun-09","5-Jun-09",4,34,3,2,2009-06-25,2009-06-05,-20,"Early"
5733.61,85.99,"Air","Guyana","HRDT","HIV test",1371,43872,468,32,0,"9-Jul-09","9-Jul-09",1,16,4,3,2009-07-09,2009-07-09,0,"On Time"
5869.655,3.7,"Truck","South Africa","ARV","Pediatric",600,1890,1047,3.15,50,"8-Jun-09","8-Jun-09",4,34,3,6,2009-06-08,2009-06-08,0,"On Time"
5869.655,9.86,"Truck","South Africa","ARV","Adult",300,5031,1047,16.77,200,"15-May-09","17-Apr-09",4,34,3,2,2009-05-15,2009-04-17,-28,"Early"
5869.655,84.67,"Air","Vietnam","ARV","Adult",18000,43200,1047,2.4,150,"10-Jul-09","10-Jul-09",1,41,3,2,2009-07-10,2009-07-10,0,"On Time"
5869.655,8.52,"Air","Namibia","ARV","Pediatric",1812,4348.8,1047,2.4,30,"18-Aug-09","18-Aug-09",1,28,3,6,2009-08-18,2009-08-18,0,"On Time"
16751.58,904.42,"Air","Tanzania","ARV","Adult",5178,461436.41,2666,89.11,200,"25-Sep-09","25-Sep-09",1,38,3,2,2009-09-25,2009-09-25,0,"On Time"
868.31,3.29,"Air","Namibia","HRDT","HIV test",24,1680,6,70,0,"27-Jul-09","27-Jul-09",1,28,4,3,2009-07-27,2009-07-27,0,"On Time"
5869.655,1.52,"Air","Vietnam","ARV","Pediatric",500,950,1047,1.9,10,"15-Oct-07","15-Oct-07",1,41,3,6,2007-10-15,2007-10-15,0,"On Time"
28837.28,320,"Air","Tanzania","HRDT","HIV test",10000,2e+05,3336,20,0,"25-Oct-07","25-Oct-07",1,38,4,3,2007-10-25,2007-10-25,0,"On Time"
22691.75,320,"Air","Tanzania","HRDT","HIV test",10000,2e+05,3122,20,0,"22-Jul-08","22-Jul-08",1,38,4,3,2008-07-22,2008-07-22,0,"On Time"
5869.655,2.8,"Air","Zimbabwe","HRDT","HIV test",5,1750,1047,350,0,"10-Jan-08","10-Jan-08",1,43,4,3,2008-01-10,2008-01-10,0,"On Time"
35034.75,1120,"Air","Rwanda","ARV","Adult",100000,7e+05,10303,7,150,"28-Apr-08","11-Mar-08",1,31,3,2,2008-04-28,2008-03-11,-48,"Early"
5869.655,2.8,"Air","Botswana","HRDT","HIV test",5,1750,1047,350,0,"27-Dec-07","27-Dec-07",1,5,4,3,2007-12-27,2007-12-27,0,"On Time"
28336.18,611.19,"Air","Rwanda","ARV","Adult",32510,381992.5,2791,11.75,600,"3-Jan-08","3-Jan-08",1,31,3,2,2008-01-03,2008-01-03,0,"On Time"
5869.655,28,"Air","Kazakhstan","HRDT","HIV test",50,17500,1047,350,0,"23-Jan-08","23-Jan-08",1,18,4,3,2008-01-23,2008-01-23,0,"On Time"
5869.655,14.34,"Air","Tanzania","ARV","Pediatric",712,8964.08,1047,12.59,2,"8-May-08","8-May-08",1,38,3,6,2008-05-08,2008-05-08,0,"On Time"
1425.77,27.8,"Air","Haiti","HRDT","HIV test",125,17375,92,139,0,"11-Feb-08","11-Feb-08",1,17,4,3,2008-02-11,2008-02-11,0,"On Time"
12768.47,281.66,"Air","Nigeria","HRDT","HIV test",6520,176040,2224,27,0,"19-Sep-08","20-Aug-08",1,29,4,3,2008-09-19,2008-08-20,-30,"Early"
5869.655,0.1,"Air","Nigeria","HRDT","HIV test - Ancillary",6199,61.99,1047,0.01,0,"12-Mar-08","10-Mar-08",1,29,4,4,2008-03-12,2008-03-10,-2,"Early"
1136.37,7.42,"Air","Benin","HRDT","HIV test",232,4640,70,20,0,"4-Mar-08","4-Mar-08",1,4,4,3,2008-03-04,2008-03-04,0,"On Time"
2556.61,16.8,"Air","Haiti","HRDT","HIV test",30,10500,72,350,0,"29-Mar-08","29-Mar-08",1,17,4,3,2008-03-29,2008-03-29,0,"On Time"
1550.95,15.29,"Air","Côte d'Ivoire","HRDT","HIV test",289,7803,84,27,0,"18-Feb-09","18-Feb-09",1,10,4,3,2009-02-18,2009-02-18,0,"On Time"
5869.655,0.05,"Air","Mozambique","HRDT","HIV test - Ancillary",3000,30,1047,0.01,0,"9-Jul-08","9-Jul-08",1,27,4,4,2008-07-09,2008-07-09,0,"On Time"
5869.655,63.2,"Air","Kyrgyzstan","HRDT","HIV test",500,39500,1047,79,0,"19-Sep-08","19-Sep-08",1,20,4,3,2008-09-19,2008-09-19,0,"On Time"
4408.29,185.15,"Air","Vietnam","ARV","Adult",10080,115718.4,772,11.48,600,"17-Jul-08","17-Jul-08",1,41,3,2,2008-07-17,2008-07-17,0,"On Time"
3748.24,144.62,"Air","Nigeria","HRDT","HIV test",1130,90388.7,258,79.99,0,"28-May-08","28-May-08",1,29,4,3,2008-05-28,2008-05-28,0,"On Time"
641.06,11.52,"Air","Botswana","HRDT","HIV test",100,7199,28,71.99,0,"31-Jul-08","31-Jul-08",1,5,4,3,2008-07-31,2008-07-31,0,"On Time"
1225.17,25.6,"Air","Botswana","HRDT","HIV test",500,16000,166,32,0,"18-Nov-08","18-Nov-08",1,5,4,3,2008-11-18,2008-11-18,0,"On Time"
5136.08,115.94,"Air","Vietnam","ARV","Adult",9792,72460.8,836,7.4,150,"6-Oct-08","6-Oct-08",1,41,3,2,2008-10-06,2008-10-06,0,"On Time"
5869.655,19.72,"Air","Vietnam","ARV","Adult",3840,12326.4,1047,3.21,200,"19-Sep-08","19-Sep-08",1,41,3,2,2008-09-19,2008-09-19,0,"On Time"
5869.655,5.18,"Air","Vietnam","ARV","Adult",432,3240,1047,7.5,300,"20-Sep-08","20-Sep-08",1,41,3,2,2008-09-20,2008-09-20,0,"On Time"
5869.655,59.75,"Air","Vietnam","ARV","Adult",14364,37346.4,1047,2.6,150,"19-Sep-08","19-Sep-08",1,41,3,2,2008-09-19,2008-09-19,0,"On Time"
5869.655,0.83,"Truck","South Africa","ARV","Adult",100,517,1047,5.17,40,"20-Aug-08","8-May-08",4,34,3,2,2008-08-20,2008-05-08,-104,"Early"
5869.655,3.15,"Truck","South Africa","ARV","Adult",80,1968,1047,24.6,400,"20-Aug-08","8-May-08",4,34,3,2,2008-08-20,2008-05-08,-104,"Early"
5869.655,1.15,"Truck","South Africa","ARV","Pediatric",240,717.6,1047,2.99,50,"20-Aug-08","8-May-08",4,34,3,6,2008-08-20,2008-05-08,-104,"Early"
5869.655,30.24,"Air","Haiti","HRDT","HIV test",54,18900,1047,350,0,"20-Aug-08","20-Aug-08",1,17,4,3,2008-08-20,2008-08-20,0,"On Time"
1754.04,19.6,"Air","Zambia","HRDT","HIV test",500,10000,157,20,0,"18-Nov-08","18-Nov-08",1,42,4,3,2008-11-18,2008-11-18,0,"On Time"
5869.655,0.57,"Truck","South Africa","ARV","Pediatric",10,354.6,1047,35.46,80,"10-Jul-08","8-Jul-08",4,34,3,6,2008-07-10,2008-07-08,-2,"Early"
2985.93,174,"Air","Vietnam","ARV","Adult",1080,88776,259,82.2,200,"3-Dec-08","3-Dec-08",1,41,3,2,2008-12-03,2008-12-03,0,"On Time"
5869.655,17.5,"Air","Vietnam","ARV","Adult",380,8930,1047,23.5,300,"24-Nov-08","24-Nov-08",1,41,3,2,2008-11-24,2008-11-24,0,"On Time"
5869.655,49.16,"Air","Vietnam","ARV","Adult",2200,25080,1047,11.4,150,"21-Nov-08","21-Nov-08",1,41,3,2,2008-11-21,2008-11-21,0,"On Time"
658.68,0.33,"Air","Haiti","ARV","Pediatric",20,205.6,19,10.28,100,"29-Sep-08","29-Sep-08",1,17,3,6,2008-09-29,2008-09-29,0,"On Time"
44347.71,257.67,"Air","Ethiopia","HRDT","HIV test",7002,161046,5057,23,0,"7-Oct-08","6-Oct-08",1,12,4,3,2008-10-07,2008-10-06,-1,"Early"
5869.655,38.88,"Truck","South Africa","ARV","Adult",1500,24300,1047,16.2,600,"25-Aug-08","14-Aug-08",4,34,3,2,2008-08-25,2008-08-14,-11,"Early"
5869.655,0.92,"Truck","South Africa","ARV","Pediatric",200,572,1047,2.86,50,"25-Aug-08","14-Aug-08",4,34,3,6,2008-08-25,2008-08-14,-11,"Early"
24025.77,560.63,"Air","Nigeria","HRDT","HIV test",10594,286038,3039,27,0,"15-Jan-09","20-Nov-08",1,29,4,3,2009-01-15,2008-11-20,-56,"Early"
2486.15,40.87,"Air","Haiti","HRDT","HIV test",150,20850,113,139,0,"31-Aug-09","31-Aug-09",1,17,4,3,2009-08-31,2009-08-31,0,"On Time"
924.4,197.57,"Air","Nigeria","ARV","Adult",2000,100800,169,50.4,600,"10-Mar-09","24-Nov-08",1,29,3,2,2009-03-10,2008-11-24,-106,"Early"
5869.655,394.25,"Air","Nigeria","ARV","Adult",3991,201146.4,1047,50.4,600,"10-Mar-09","10-Mar-09",1,29,3,2,2009-03-10,2009-03-10,0,"On Time"
526.05,0.3,"Air","Botswana","HRDT","HIV test - Ancillary",10,152.5,7,15.25,0,"20-Nov-08","20-Nov-08",1,5,4,4,2008-11-20,2008-11-20,0,"On Time"
5869.655,0.11,"Air","Zambia","HRDT","HIV test - Ancillary",5500,55,1047,0.01,0,"18-Mar-09","18-Mar-09",1,42,4,4,2009-03-18,2009-03-18,0,"On Time"
13093.27,677.38,"Air","Mozambique","HRDT","HIV test",4800,345600,1417,72,0,"14-Apr-09","14-Apr-09",1,27,4,3,2009-04-14,2009-04-14,0,"On Time"
7936.81,40.77,"Air","Namibia","HRDT","HIV test",650,20800,278,32,0,"22-Dec-08","22-Dec-08",1,28,4,3,2008-12-22,2008-12-22,0,"On Time"
1153.43,2.94,"Air","Namibia","HRDT","HIV test",20,1500,9,75,0,"23-Jan-09","23-Jan-09",1,28,4,3,2009-01-23,2009-01-23,0,"On Time"
585.12,2.2,"Air","Namibia","HRDT","HIV test",35,1120,12,32,0,"14-Jan-09","14-Jan-09",1,28,4,3,2009-01-14,2009-01-14,0,"On Time"
22803.8,156.43,"Air","Ethiopia","HRDT","HIV test",3470,79810,2509,23,0,"3-Dec-08","1-Dec-08",1,12,4,3,2008-12-03,2008-12-01,-2,"Early"
3146.63,52.62,"Air","Tanzania","HRDT","HIV test",839,26848,277,32,0,"17-May-09","17-May-09",1,38,4,3,2009-05-17,2009-05-17,0,"On Time"
5869.655,92.1,"Air","South Africa","ARV","Adult",4023,46988.64,1047,11.68,300,"17-Jun-09","3-Apr-09",1,34,3,2,2009-06-17,2009-04-03,-75,"Early"
5869.655,264.74,"Air","Tanzania","ARV","Adult",2680,135072,1047,50.4,600,"15-Jun-09","15-Jun-09",1,38,3,2,2009-06-15,2009-06-15,0,"On Time"
12937.16,1006.95,"Air","Tanzania","ARV","Adult",12500,513750,3088,41.1,200,"23-Feb-09","23-Feb-09",1,38,3,2,2009-02-23,2009-02-23,0,"On Time"
2793.62,2.47,"Air","Vietnam","ARV","Adult",168,1260,9,7.5,300,"9-Apr-09","9-Apr-09",1,41,3,2,2009-04-09,2009-04-09,0,"On Time"
4443.97,331.07,"Air","Vietnam","ARV","Adult",24480,168912,2165,6.9,150,"27-Mar-09","27-Mar-09",1,41,3,2,2009-03-27,2009-03-27,0,"On Time"
810.85,3.43,"Air","Botswana","HRDT","HIV test",5,1750,12,350,0,"3-Mar-09","3-Mar-09",1,5,4,3,2009-03-03,2009-03-03,0,"On Time"
5869.655,4.83,"Air","Tanzania","ARV","Adult",60,2466,1047,41.1,200,"11-Aug-09","11-Aug-09",1,38,3,2,2009-08-11,2009-08-11,0,"On Time"
853.87,405.8,"Air","Rwanda","ARV","Adult",22752,207043.2,2086,9.1,150,"21-Apr-09","21-Apr-09",1,31,3,2,2009-04-21,2009-04-21,0,"On Time"
810.36,0.28,"Air","Haiti","ARV","Pediatric",14,143.92,7,10.28,100,"15-Apr-09","15-Apr-09",1,17,3,6,2009-04-15,2009-04-15,0,"On Time"
2704.58,4.03,"Air","Haiti","ARV","Pediatric",50,2055,99,41.1,80,"20-Apr-09","20-Apr-09",1,17,3,6,2009-04-20,2009-04-20,0,"On Time"
5869.655,5.55,"Air","South Africa","ARV","Pediatric",90,2834.1,1047,31.49,80,"24-Mar-09","1-Dec-08",1,34,3,6,2009-03-24,2008-12-01,-113,"Early"
5869.655,119.04,"Air","South Africa","ARV","Adult",3710,60732.7,1047,16.37,600,"28-Apr-09","19-Dec-08",1,34,3,2,2009-04-28,2008-12-19,-130,"Early"
5869.655,124.11,"Air","South Africa","ARV","Adult",25637,63323.39,1047,2.47,30,"3-Apr-09","3-Apr-09",1,34,3,2,2009-04-03,2009-04-03,0,"On Time"
5869.655,12.87,"Air","South Africa","ARV","Adult",1200,6564,1047,5.47,150,"30-Jun-09","30-Jan-09",1,34,3,2,2009-06-30,2009-01-30,-151,"Early"
5869.655,167.15,"Air","South Africa","ARV","Adult",16000,85280,1047,5.33,150,"7-Jul-09","2-Feb-09",1,34,3,2,2009-07-07,2009-02-02,-155,"Early"
5869.655,20.34,"Air","South Africa","ARV","Pediatric",2000,10380,1047,5.19,10,"7-Apr-09","3-Dec-08",1,34,3,6,2009-04-07,2008-12-03,-125,"Early"
5869.655,10.67,"Air","South Africa","ARV","Pediatric",1500,5445,1047,3.63,10,"26-May-09","22-Jan-09",1,34,3,6,2009-05-26,2009-01-22,-124,"Early"
11559.65,635.04,"Air","Zambia","HRDT","HIV test",4500,324000,1330,72,0,"23-Jul-09","23-Jul-09",1,42,4,3,2009-07-23,2009-07-23,0,"On Time"
5869.655,5.88,"Air","South Africa","ARV","Adult",200,2998,1047,14.99,200,"31-Mar-09","21-Nov-08",1,34,3,2,2009-03-31,2008-11-21,-130,"Early"
5869.655,4.81,"Air","South Africa","ARV","Pediatric",100,2454,1047,24.54,200,"31-Mar-09","21-Nov-08",1,34,3,6,2009-03-31,2008-11-21,-130,"Early"
5869.655,4.68,"Air","South Africa","ARV","Pediatric",80,2388.8,1047,29.86,80,"1-Apr-09","21-Nov-08",1,34,3,6,2009-04-01,2008-11-21,-131,"Early"
3013.19,37.73,"Air","Haiti","HRDT","HIV test",55,19250,132,350,0,"3-Jun-09","3-Jun-09",1,17,4,3,2009-06-03,2009-06-03,0,"On Time"
5869.655,12.12,"Air","South Africa","ARV","Adult",200,6182,1047,30.91,200,"30-Mar-09","21-Jan-09",1,34,3,2,2009-03-30,2009-01-21,-68,"Early"
5869.655,1.63,"Air","South Africa","ARV","Pediatric",140,833,1047,5.95,10,"30-Mar-09","21-Jan-09",1,34,3,6,2009-03-30,2009-01-21,-68,"Early"
5869.655,3.55,"Air","South Africa","ARV","Adult",60,1813.2,1047,30.22,300,"30-Mar-09","21-Jan-09",1,34,3,2,2009-03-30,2009-01-21,-68,"Early"
5869.655,0.63,"Air","South Africa","ARV","Pediatric",30,323.4,1047,10.78,10,"30-Mar-09","21-Jan-09",1,34,3,6,2009-03-30,2009-01-21,-68,"Early"
5869.655,11.78,"Air","South Africa","ARV","Adult",1200,6012,1047,5.01,150,"30-Mar-09","23-Jan-09",1,34,3,2,2009-03-30,2009-01-23,-66,"Early"
5869.655,45.34,"Air","South Africa","ARV","Pediatric",2160,23133.6,1047,10.71,100,"25-Jun-09","17-Apr-09",1,34,3,6,2009-06-25,2009-04-17,-69,"Early"
5869.655,31.52,"Air","South Africa","ARV","Adult",3000,16080,1047,5.36,150,"25-Jun-09","21-Apr-09",1,34,3,2,2009-06-25,2009-04-21,-65,"Early"
5869.655,197.1,"Air","South Africa","ARV","Adult",6000,100560,1047,16.76,200,"25-Jun-09","15-Apr-09",1,34,3,2,2009-06-25,2009-04-15,-71,"Early"
5869.655,143.58,"Air","South Africa","ARV","Pediatric",6840,73256.4,1047,10.71,100,"25-Jun-09","16-Apr-09",1,34,3,6,2009-06-25,2009-04-16,-70,"Early"
5869.655,0.16,"Truck","South Africa","ARV","Adult",10,84,1047,8.4,100,"31-Jul-09","21-Apr-09",4,34,3,2,2009-07-31,2009-04-21,-101,"Early"
5869.655,2.94,"Truck","South Africa","ARV","Adult",80,1502.4,1047,18.78,400,"15-May-09","15-May-09",4,34,3,2,2009-05-15,2009-05-15,0,"On Time"
5869.655,2.37,"Truck","South Africa","ARV","Pediatric",200,1208,1047,6.04,10,"15-May-09","23-Apr-09",4,34,3,6,2009-05-15,2009-04-23,-22,"Early"
2094.08,19.6,"Air","Côte d'Ivoire","HRDT","HIV test",500,10000,136,20,0,"1-Jul-09","1-Jul-09",1,10,4,3,2009-07-01,2009-07-01,0,"On Time"
1894.41,40.87,"Air","Haiti","HRDT","HIV test",150,20850,105,139,0,"24-Apr-09","24-Apr-09",1,17,4,3,2009-04-24,2009-04-24,0,"On Time"
5869.655,12.81,"Air","Nigeria","ARV","Adult",159,6534.9,1047,41.1,200,"20-May-09","20-May-09",1,29,3,2,2009-05-20,2009-05-20,0,"On Time"
17974.69,1176,"Air","Kenya","HRDT","HIV test",7500,6e+05,2215,80,0,"10-Jul-09","28-Aug-09",1,19,4,3,2009-07-10,2009-08-28,49,"Late"
11653.64,235.2,"Air","Kenya","HRDT","HIV test",5000,120000,1558,24,0,"20-May-09","20-May-09",1,19,4,3,2009-05-20,2009-05-20,0,"On Time"
7120,235.2,"Air","Nigeria","HRDT","HIV test",1500,120000,445,80,0,"24-Jun-09","8-Jun-09",1,29,4,3,2009-06-24,2009-06-08,-16,"Early"
6148.29,37.63,"Air","Namibia","HRDT","HIV test",600,19200,205,32,0,"5-Jun-09","5-Jun-09",1,28,4,3,2009-06-05,2009-06-05,0,"On Time"
5209.46,256.56,"Air","Vietnam","ARV","Adult",19392,130896,1899,6.75,150,"11-Jul-09","11-Jul-09",1,41,3,2,2009-07-11,2009-07-11,0,"On Time"
5869.655,28.22,"Air","Vietnam","ARV","Adult",6000,14400,1047,2.4,150,"10-Jul-09","10-Jul-09",1,41,3,2,2009-07-10,2009-07-10,0,"On Time"
1770.43,2.1,"Air","Namibia","ARV","Pediatric",800,1072,98,1.34,1,"8-Jun-09","8-Jun-09",1,28,3,6,2009-06-08,2009-06-08,0,"On Time"
808,4.7,"Air","Botswana","HRDT","HIV test",75,2400,25,32,0,"19-Jun-09","19-Jun-09",1,5,4,3,2009-06-19,2009-06-19,0,"On Time"
5869.655,1.1,"Air","Vietnam","ARV","Pediatric",80,560,1047,7,25,"23-Jul-09","23-Jul-09",1,41,3,6,2009-07-23,2009-07-23,0,"On Time"
5869.655,33.36,"Truck","South Africa","ARV","Adult",1000,17020,1047,17.02,600,"12-Oct-09","21-Jul-09",4,34,3,2,2009-10-12,2009-07-21,-83,"Early"
5869.655,20.91,"Truck","South Africa","ARV","Adult",260,10670.4,1047,41.04,300,"12-Oct-09","21-Jul-09",4,34,3,2,2009-10-12,2009-07-21,-83,"Early"
5869.655,6.03,"Truck","South Africa","ARV","Pediatric",1200,2796,1047,2.33,1,"12-Oct-09","8-Oct-09",4,34,3,6,2009-10-12,2009-10-08,-4,"Early"
10490.77,402.78,"Air","Nigeria","ARV","Adult",5000,205500,1246,41.1,200,"3-Sep-09","3-Sep-09",1,29,3,2,2009-09-03,2009-09-03,0,"On Time"
10879.22,448,"Air","Nigeria","HRDT","HIV test",3500,280000,1192,80,0,"6-Aug-07","6-Aug-07",1,29,4,3,2007-08-06,2007-08-06,0,"On Time"
5869.655,12.53,"Air","Côte d'Ivoire","ARV","Adult",1389,7833.96,1047,5.64,20,"2-Oct-07","2-Oct-07",1,10,3,2,2007-10-02,2007-10-02,0,"On Time"
5869.655,151.2,"Air","Vietnam","ARV","Adult",7000,94500,1047,13.5,150,"2-Oct-07","2-Oct-07",1,41,3,2,2007-10-02,2007-10-02,0,"On Time"
29470,320,"Air","Tanzania","HRDT","HIV test",10000,2e+05,3345,20,0,"22-Nov-07","22-Nov-07",1,38,4,3,2007-11-22,2007-11-22,0,"On Time"
22663.18,320,"Air","Tanzania","HRDT","HIV test",10000,2e+05,3110,20,0,"22-Jul-08","22-Jul-08",1,38,4,3,2008-07-22,2008-07-22,0,"On Time"
1091.64,5.6,"Air","Botswana","HRDT","HIV test",10,3500,24,350,0,"31-Aug-07","31-Aug-07",1,5,4,3,2007-08-31,2007-08-31,0,"On Time"
3850.43,16.12,"Air","Vietnam","ARV","Pediatric",1300,10075,270,7.75,100,"6-Dec-07","6-Dec-07",1,41,3,6,2007-12-06,2007-12-06,0,"On Time"
379.62,5.18,"Air","Guyana","HRDT","HIV test",120,3240,35,27,0,"5-Oct-07","5-Oct-07",1,16,4,3,2007-10-05,2007-10-05,0,"On Time"
536.08,5.6,"Air","Zimbabwe","HRDT","HIV test",10,3500,24,350,0,"9-Oct-07","9-Oct-07",1,43,4,3,2007-10-09,2007-10-09,0,"On Time"
9898.8,105.36,"Air","Rwanda","HRDT","HIV test",3991,65851.5,1150,16.5,0,"16-Nov-07","16-Nov-07",1,31,4,3,2007-11-16,2007-11-16,0,"On Time"
4360.83,102.97,"Air","Rwanda","HRDT","HIV test",463,64357,450,139,0,"18-Jan-08","18-Jan-08",1,31,4,3,2008-01-18,2008-01-18,0,"On Time"
5869.655,66.72,"Air","Rwanda","HRDT","HIV test",300,41700,1047,139,0,"18-Jan-08","18-Jan-08",1,31,4,3,2008-01-18,2008-01-18,0,"On Time"
2127.22,8.04,"Air","Vietnam","ARV","Adult",600,5028,34,8.38,300,"22-Jan-08","25-Jan-08",1,41,3,2,2008-01-22,2008-01-25,3,"Late"
